id,displayName,primaryImage,heightCm,birthDate,deathDate,meterRanking,page,currentRank,currentRank_Tier
nm0004789,Amanda Bynes,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjc0OTY0NDk5MV5BMl5BanBnXkFtZTcwMTM1ODY3Mg@@._V1_.jpg', 'width': 260, 'height': 400}",173.0,"{'year': 1986, 'month': 4, 'day': 3}",,"{'currentRank': 1558, 'changeDirection': 'DOWN', 'difference': 315}",15,1558.0,1.0
nm0006713,Rachael Harris,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDk4ZTM0MDEtMGQ4MS00Nzk0LTk3ODYtNWU4MzI2ZWE4NDhhXkEyXkFqcGc@._V1_CR0,7,1076,1614_.jpg', 'width': 1076, 'height': 1614}",155.0,,,"{'currentRank': 1559, 'changeDirection': 'UP', 'difference': 148}",15,1559.0,1.0
nm0004936,Ben Foster,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjQ0MzI2MTExMl5BMl5BanBnXkFtZTgwNjM4NjI0NjM@._V1_.jpg', 'width': 527, 'height': 697}",175.0,"{'year': 1980, 'month': 10, 'day': 29}",,"{'currentRank': 1560, 'changeDirection': 'UP', 'difference': 40}",15,1560.0,1.0
nm0682762,Geoff Pierson,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjU0MzE4NzMwNl5BMl5BanBnXkFtZTcwNTcxNjIyMw@@._V1_.jpg', 'width': 340, 'height': 509}",184.0,"{'year': 1949, 'month': 6, 'day': 16}",,"{'currentRank': 1561, 'changeDirection': 'UP', 'difference': 5239}",15,1561.0,1.0
nm0004748,Julie Benz,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmE2ZjA5MWUtMDVmNi00NzgzLWFhMjktODU2NzZiODhlYmEzXkEyXkFqcGc@._V1_.jpg', 'width': 5464, 'height': 8192}",164.0,"{'year': 1972, 'month': 5, 'day': 1}",,"{'currentRank': 1562, 'changeDirection': 'DOWN', 'difference': 94}",15,1562.0,1.0
nm0004747,Wes Bentley,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTgyOTY5OTA5OF5BMl5BanBnXkFtZTcwNzM1MjM1Nw@@._V1_.jpg', 'width': 1373, 'height': 2048}",180.0,"{'year': 1978, 'month': 9, 'day': 4}",,"{'currentRank': 1563, 'changeDirection': 'UP', 'difference': 34}",15,1563.0,1.0
nm0305268,Jessica Marie Garcia,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzA0NDQ4ZjUtZjUwNy00ZWY2LWJjZmYtYWExOGJlY2MwOGJhXkEyXkFqcGc@._V1_.jpg', 'width': 480, 'height': 720}",163.0,"{'year': 1987, 'month': 3, 'day': 23}",,"{'currentRank': 1564, 'changeDirection': 'UP', 'difference': 6623}",15,1564.0,1.0
nm1711829,Steven Strait,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWU2ZDY4MmYtNzA0YS00ZGRlLThlNTktMTEyNDEzNDAxYjI2XkEyXkFqcGc@._V1_.jpg', 'width': 341, 'height': 512}",188.0,"{'year': 1986, 'month': 3, 'day': 23}",,"{'currentRank': 1565, 'changeDirection': 'UP', 'difference': 2051}",15,1565.0,1.0
nm0000166,Helen Hunt,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM1OTk1ODIwMV5BMl5BanBnXkFtZTcwMTA0MTIwOQ@@._V1_.jpg', 'width': 1563, 'height': 2048}",170.0,"{'year': 1963, 'month': 6, 'day': 15}",,"{'currentRank': 1566, 'changeDirection': 'DOWN', 'difference': 281}",15,1566.0,1.0
nm1547964,Richard Ayoade,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE0MDIzMDM4Nl5BMl5BanBnXkFtZTcwODc4MzczNA@@._V1_.jpg', 'width': 1369, 'height': 2048}",188.0,"{'year': 1977, 'month': 5, 'day': 23}",,"{'currentRank': 1567, 'changeDirection': 'UP', 'difference': 413}",15,1567.0,1.0
nm0532683,Gabriel Macht,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzA2ODkwMjc3MV5BMl5BanBnXkFtZTcwOTc4ODYwNA@@._V1_.jpg', 'width': 256, 'height': 400}",184.0,"{'year': 1972, 'month': 1, 'day': 22}",,"{'currentRank': 1568, 'changeDirection': 'DOWN', 'difference': 109}",15,1568.0,1.0
nm0740264,Michael Rooker,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjZjMTg1NzQtNTc3Zi00YzE5LThiZGItYWNjNTIzYTQ1YjA2XkEyXkFqcGc@._V1_.jpg', 'width': 3801, 'height': 4200}",176.0,"{'year': 1955, 'month': 4, 'day': 6}",,"{'currentRank': 1569, 'changeDirection': 'UP', 'difference': 146}",15,1569.0,1.0
nm0004806,Charisma Carpenter,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTk0MzY3ZjItMWRiNi00YjE4LTgzNWItMTAwMGM1ZDQwNmY4XkEyXkFqcGc@._V1_CR0,360,1178,1767_.jpg', 'width': 1178, 'height': 1767}",170.0,,,"{'currentRank': 1570, 'changeDirection': 'DOWN', 'difference': 389}",15,1570.0,1.0
nm7543974,Aaron Pierre,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmQ3MmNhNTItOTVhMi00YWNhLTkwZjUtMDliMGM1YWRkNGJjXkEyXkFqcGc@._V1_.jpg', 'width': 1030, 'height': 1254}",191.0,"{'year': 1994, 'month': 6, 'day': 7}",,"{'currentRank': 1571, 'changeDirection': 'UP', 'difference': 477}",15,1571.0,1.0
nm0001885,Lars von Trier,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTk1MDY1NTQ0NF5BMl5BanBnXkFtZTcwOTcyMDczNg@@._V1_.jpg', 'width': 2048, 'height': 1962}",170.0,"{'year': 1956, 'month': 4, 'day': 30}",,"{'currentRank': 1572, 'changeDirection': 'DOWN', 'difference': 203}",15,1572.0,1.0
nm0000749,Mädchen Amick,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzk1ZjU1NGItMDQ2NS00ODU5LWJmZDYtYTRkM2EyOTJhMmY3XkEyXkFqcGc@._V1_.jpg', 'width': 1666, 'height': 2500}",170.0,"{'year': 1970, 'month': 12, 'day': 12}",,"{'currentRank': 1573, 'changeDirection': 'DOWN', 'difference': 338}",15,1573.0,1.0
nm1913125,Ramón Rodríguez,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTVjZGRkZGItYjVhZi00ZWJiLTgxYWItYjNiMjMyZDYzMWE4XkEyXkFqcGc@._V1_CR243,0,986,1479_.jpg', 'width': 986, 'height': 1479}",180.0,"{'year': 1979, 'month': 12, 'day': 20}",,"{'currentRank': 1574, 'changeDirection': 'UP', 'difference': 422}",15,1574.0,1.0
nm0305272,JoAnna Garcia Swisher,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ4OTI5ODg1Ml5BMl5BanBnXkFtZTcwMzE5OTI2Mg@@._V1_.jpg', 'width': 294, 'height': 400}",165.0,"{'year': 1979, 'month': 8, 'day': 10}",,"{'currentRank': 1575, 'changeDirection': 'DOWN', 'difference': 918}",15,1575.0,1.0
nm2618951,Benjamin Hollingsworth,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2Q0OTc2OTktMTliOC00NDQ4LTgwNGMtMjUyOWI0NGIxZTMxXkEyXkFqcGc@._V1_.jpg', 'width': 3000, 'height': 4496}",179.0,,,"{'currentRank': 1576, 'changeDirection': 'DOWN', 'difference': 587}",15,1576.0,1.0
nm0120648,Cara Buono,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzhlMDdlNjAtNDBkMi00ZGNjLWI5ZjItNGY1NjFhYzljY2MwXkEyXkFqcGc@._V1_CR721,97,3333,5000_.jpg', 'width': 3333, 'height': 5000}",165.0,,,"{'currentRank': 1577, 'changeDirection': 'DOWN', 'difference': 269}",15,1577.0,1.0
nm0000118,John Carpenter,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTAzMzgwNDgzODBeQTJeQWpwZ15BbWU4MDA2OTk2NDEx._V1_.jpg', 'width': 1365, 'height': 2048}",180.0,"{'year': 1948, 'month': 1, 'day': 16}",,"{'currentRank': 1578, 'changeDirection': 'DOWN', 'difference': 178}",15,1578.0,1.0
nm0781238,Amy Sedaris,"{'url': 'https://m.media-amazon.com/images/M/MV5BODIyNDE5NDg2OV5BMl5BanBnXkFtZTcwMDc0NDU5Ng@@._V1_.jpg', 'width': 1555, 'height': 2048}",156.0,"{'year': 1961, 'month': 3, 'day': 29}",,"{'currentRank': 1579, 'changeDirection': 'UP', 'difference': 775}",15,1579.0,1.0
nm2605345,Gemma Arterton,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTAwNTMwMzE5OF5BMl5BanBnXkFtZTgwMjYwNzI2MjE@._V1_.jpg', 'width': 1308, 'height': 2048}",170.0,"{'year': 1986, 'month': 2, 'day': 2}",,"{'currentRank': 1580, 'changeDirection': 'UP', 'difference': 126}",15,1580.0,1.0
nm0386472,Emile Hirsch,"{'url': 'https://m.media-amazon.com/images/M/MV5BODQ5YjUzMmMtMTU3Ny00ZGEyLTkxZDktYjc0ZGYxY2QzNDViXkEyXkFqcGc@._V1_.jpg', 'width': 1041, 'height': 1344}",170.0,"{'year': 1985, 'month': 3, 'day': 13}",,"{'currentRank': 1581, 'changeDirection': 'UP', 'difference': 464}",15,1581.0,1.0
nm0001840,Ming-Na Wen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTIyNjUwNTk3OV5BMl5BanBnXkFtZTcwOTE4NTMzMQ@@._V1_.jpg', 'width': 450, 'height': 563}",170.0,"{'year': 1963, 'month': 11, 'day': 20}",,"{'currentRank': 1582, 'changeDirection': 'DOWN', 'difference': 50}",15,1582.0,1.0
nm7006860,Matilda De Angelis,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzdkZjY5MWUtMmNiYS00NDE5LWFmMDktM2Q5MGUxZjJlNGZjXkEyXkFqcGc@._V1_.jpg', 'width': 3334, 'height': 5000}",166.0,"{'year': 1995, 'month': 9, 'day': 11}",,"{'currentRank': 1583, 'changeDirection': 'DOWN', 'difference': 466}",15,1583.0,1.0
nm1227053,Lizzie Brocheré,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjI3MjQ0NjM4OV5BMl5BanBnXkFtZTcwMzI3MTY2Nw@@._V1_.jpg', 'width': 1366, 'height': 2048}",160.0,"{'year': 1985, 'month': 3, 'day': 22}",,"{'currentRank': 1584, 'changeDirection': 'UP', 'difference': 3607}",15,1584.0,1.0
nm6505048,Tom Durant Pritchard,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDRmNDA4MmQtNGEzYS00Y2U1LWJkZjYtZjBlN2ZjMzRjZjIyXkEyXkFqcGc@._V1_.jpg', 'width': 4000, 'height': 5501}",193.0,"{'year': 1987, 'month': 9, 'day': 23}",,"{'currentRank': 1585, 'changeDirection': 'UP', 'difference': 5338}",15,1585.0,1.0
nm0742146,Michael Rosenbaum,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDdkYjBhNTUtNGI3Ni00MWRjLTg4OWItNzlmOTk2ZjQ3Nzg1XkEyXkFqcGc@._V1_CR1486,0,2666,3999_.jpg', 'width': 2666, 'height': 3999}",183.0,"{'year': 1972, 'month': 7, 'day': 11}",,"{'currentRank': 1586, 'changeDirection': 'UP', 'difference': 25}",15,1586.0,1.0
nm0834606,Sherry Stringfield,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYwMzMyNzE2M15BMl5BanBnXkFtZTcwMTUzNjM0Nw@@._V1_.jpg', 'width': 864, 'height': 1296}",170.0,"{'year': 1967, 'month': 6, 'day': 24}",,"{'currentRank': 1587, 'changeDirection': 'DOWN', 'difference': 113}",15,1587.0,1.0
nm0000208,Molly Ringwald,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM4MzM1NTkxNF5BMl5BanBnXkFtZTgwMzA4NTk3MjE@._V1_.jpg', 'width': 566, 'height': 720}",173.0,"{'year': 1968, 'month': 2, 'day': 18}",,"{'currentRank': 1588, 'changeDirection': 'UP', 'difference': 915}",15,1588.0,1.0
nm0001854,Rita Wilson,"{'url': 'https://m.media-amazon.com/images/M/MV5BODE4NDU0NjA0NV5BMl5BanBnXkFtZTcwOTY5ODM2NA@@._V1_.jpg', 'width': 504, 'height': 756}",172.0,"{'year': 1956, 'month': 10, 'day': 26}",,"{'currentRank': 1589, 'changeDirection': 'DOWN', 'difference': 300}",15,1589.0,1.0
nm0005527,Sofía Vergara,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTI2MWU5OWYtNTk2Ny00ODc1LTk4NTYtOTYyNzdjYjVkMWMwXkEyXkFqcGc@._V1_CR112,1,1193,1790_.jpg', 'width': 1193, 'height': 1790}",170.0,"{'year': 1972, 'month': 7, 'day': 10}",,"{'currentRank': 1590, 'changeDirection': 'UP', 'difference': 68}",15,1590.0,1.0
nm2764521,Karolina Wydra,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmY2MDA3ZTYtMDAyMi00YzI0LThjYjAtZjA1YmJiZTJmNzBkXkEyXkFqcGc@._V1_.jpg', 'width': 1042, 'height': 1358}",175.0,"{'year': 1981, 'month': 3, 'day': 5}",,"{'currentRank': 1591, 'changeDirection': 'DOWN', 'difference': 192}",15,1591.0,1.0
nm0327944,Alejandro G. Iñárritu,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTcwNDMyOTMzMl5BMl5BanBnXkFtZTcwODQ0OTE0Ng@@._V1_.jpg', 'width': 866, 'height': 1299}",178.0,"{'year': 1963, 'month': 8, 'day': 15}",,"{'currentRank': 1592, 'changeDirection': 'DOWN', 'difference': 770}",15,1592.0,1.0
nm0004929,Dave Foley,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM5MzQ1OTgwM15BMl5BanBnXkFtZTcwMjE2MDIyOA@@._V1_.jpg', 'width': 1365, 'height': 2048}",173.0,"{'year': 1963, 'month': 1, 'day': 4}",,"{'currentRank': 1593, 'changeDirection': 'UP', 'difference': 449}",15,1593.0,1.0
nm0101242,Lauren Bowles,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjAxMTg5ODc2NF5BMl5BanBnXkFtZTgwMDc1NTcwMDI@._V1_.jpg', 'width': 2400, 'height': 3600}",165.0,"{'year': 1970, 'month': 3, 'day': 24}",,"{'currentRank': 1594, 'changeDirection': 'UP', 'difference': 5210}",15,1594.0,1.0
nm0000616,Eric Roberts,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTQ2MTk3OTgwM15BMl5BanBnXkFtZTcwODE1OTIwMw@@._V1_.jpg', 'width': 288, 'height': 400}",178.0,"{'year': 1956, 'month': 4, 'day': 18}",,"{'currentRank': 1595, 'changeDirection': 'UP', 'difference': 26}",15,1595.0,1.0
nm0005331,Francesco Quinn,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkxOTA5NzY0MF5BMl5BanBnXkFtZTcwNDEzNTMwMg@@._V1_.jpg', 'width': 327, 'height': 400}",178.0,"{'year': 1963, 'month': 3, 'day': 22}","{'year': 2011, 'month': 8, 'day': 5}","{'currentRank': 1596, 'changeDirection': 'UP', 'difference': 4588}",15,1596.0,1.0
nm0000145,Sherilyn Fenn,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA2MDYwNTEyMV5BMl5BanBnXkFtZTYwMzM3NDk1._V1_.jpg', 'width': 297, 'height': 400}",163.0,"{'year': 1965, 'month': 2, 'day': 1}",,"{'currentRank': 1597, 'changeDirection': 'DOWN', 'difference': 42}",15,1597.0,1.0
nm3533879,Nick Apostolides,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWVkNWRmZTYtMTk3Mi00OWM0LWE0YjYtYmRmYzA0MDE1NGJhXkEyXkFqcGc@._V1_.jpg', 'width': 1148, 'height': 1533}",175.0,"{'year': 1984, 'month': 3, 'day': 1}",,"{'currentRank': 1598, 'changeDirection': 'DOWN', 'difference': 446}",15,1598.0,1.0
nm1741002,Matt Smith,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE0NzExMTg0MV5BMl5BanBnXkFtZTgwOTIyNTI5NzE@._V1_.jpg', 'width': 1719, 'height': 2048}",182.0,"{'year': 1982, 'month': 10, 'day': 28}",,"{'currentRank': 1599, 'changeDirection': 'DOWN', 'difference': 56}",15,1599.0,1.0
nm0366389,Kevin Hart,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY4OTAxMjkxN15BMl5BanBnXkFtZTgwODg5MzYyMTE@._V1_.jpg', 'width': 1362, 'height': 2048}",161.0,"{'year': 1979, 'month': 7, 'day': 6}",,"{'currentRank': 1600, 'changeDirection': 'UP', 'difference': 216}",15,1600.0,1.0
nm0571106,Michael McKean,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjgyM2Y2OGYtMmY0Ny00M2M2LTlhYzItYWQwNWM5NzUwM2IzXkEyXkFqcGc@._V1_.jpg', 'width': 1334, 'height': 2000}",180.0,"{'year': 1947, 'month': 10, 'day': 17}",,"{'currentRank': 1601, 'changeDirection': 'DOWN', 'difference': 435}",15,1601.0,1.0
nm2142336,Riley Keough,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY2Nzc1ODkzMF5BMl5BanBnXkFtZTgwMDUwNjE5MDI@._V1_.jpg', 'width': 1365, 'height': 2048}",170.0,"{'year': 1989, 'month': 5, 'day': 29}",,"{'currentRank': 1602, 'changeDirection': 'UP', 'difference': 148}",16,1602.0,1.0
nm0000507,Rob Lowe,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTc3NjIwMjgyMV5BMl5BanBnXkFtZTgwMDI1MTQ2NjE@._V1_.jpg', 'width': 1462, 'height': 1950}",178.0,"{'year': 1964, 'month': 3, 'day': 17}",,"{'currentRank': 1603, 'changeDirection': 'DOWN', 'difference': 1099}",16,1603.0,1.0
nm0000670,Lea Thompson,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTgwNDE2MTY2MV5BMl5BanBnXkFtZTgwMzQxMDc2MjI@._V1_.jpg', 'width': 1451, 'height': 2048}",163.0,"{'year': 1961, 'month': 5, 'day': 31}",,"{'currentRank': 1604, 'changeDirection': 'UP', 'difference': 386}",16,1604.0,1.0
nm0613147,Lochlyn Munro,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjFiNDgyZjgtMjhlYi00Y2IwLWE4NjgtZDhkOTkxNjdkMmRmXkEyXkFqcGc@._V1_.jpg', 'width': 1280, 'height': 1920}",180.0,"{'year': 1966, 'month': 2, 'day': 12}",,"{'currentRank': 1605, 'changeDirection': 'DOWN', 'difference': 93}",16,1605.0,1.0
nm0790057,Alia Shawkat,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWEzMmIyOWYtMjMyOS00NDEyLTk0ZTctMjUzYmM0YTFlMDcxXkEyXkFqcGc@._V1_.jpg', 'width': 640, 'height': 854}",165.0,"{'year': 1989, 'month': 4, 'day': 18}",,"{'currentRank': 1606, 'changeDirection': 'DOWN', 'difference': 85}",16,1606.0,1.0
nm1570774,Wynn Everett,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGYzZGI3ZjYtMTJkYy00ODI1LWFlNDAtODFiMzZlYjI2ZTBjXkEyXkFqcGc@._V1_.jpg', 'width': 3600, 'height': 2880}",,"{'year': 1978, 'month': 10, 'day': 26}",,"{'currentRank': 1607, 'changeDirection': 'DOWN', 'difference': 427}",16,1607.0,1.0
nm0710330,Andrew Rannells,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTM1NzcwNjAyMV5BMl5BanBnXkFtZTcwMDY4Njc4Mw@@._V1_.jpg', 'width': 1024, 'height': 680}",188.0,"{'year': 1978, 'month': 8, 'day': 23}",,"{'currentRank': 1608, 'changeDirection': 'UP', 'difference': 609}",16,1608.0,1.0
nm0005260,Frankie Muniz,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTkxNTU1Njk5MV5BMl5BanBnXkFtZTcwODUzNjQ0Nw@@._V1_.jpg', 'width': 1701, 'height': 2048}",165.0,"{'year': 1985, 'month': 12, 'day': 5}",,"{'currentRank': 1609, 'changeDirection': 'DOWN', 'difference': 197}",16,1609.0,1.0
nm0000133,Geena Davis,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTQ2YWM5MzAtYzlmNi00MmUzLWJmOTYtOWM2YTY0ZjE0OTcxXkEyXkFqcGc@._V1_.jpg', 'width': 3490, 'height': 5236}",183.0,"{'year': 1956, 'month': 1, 'day': 21}",,"{'currentRank': 1610, 'changeDirection': 'DOWN', 'difference': 112}",16,1610.0,1.0
nm0002546,Mena Suvari,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTQ0MjExNTUtMWRiYS00OGVjLWE0YjktZmNlYmJjMTI4YmI3XkEyXkFqcGc@._V1_.jpg', 'width': 4660, 'height': 6990}",163.0,"{'year': 1979, 'month': 2, 'day': 13}",,"{'currentRank': 1611, 'changeDirection': 'DOWN', 'difference': 647}",16,1611.0,1.0
nm0001718,Kyra Sedgwick,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY0ODIyNTI2NF5BMl5BanBnXkFtZTcwOTczMzc4MQ@@._V1_.jpg', 'width': 1365, 'height': 2048}",165.0,"{'year': 1965, 'month': 8, 'day': 19}",,"{'currentRank': 1612, 'changeDirection': 'DOWN', 'difference': 281}",16,1612.0,1.0
nm7511512,Sarah Catherine Hook,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWFiNjkwODEtNTliMC00N2VlLWJkMGUtODViYTI5YjI3OGQwXkEyXkFqcGc@._V1_.jpg', 'width': 5504, 'height': 8256}",157.0,"{'year': 1995, 'month': 4, 'day': 21}",,"{'currentRank': 1613, 'changeDirection': 'UP', 'difference': 88}",16,1613.0,1.0
nm0000376,Fran Drescher,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDc2Nzk1YmQtNDE2Ny00YWExLTk5NTgtYjZhNjI0YzgzNmU2XkEyXkFqcGc@._V1_.jpg', 'width': 4032, 'height': 6048}",170.0,"{'year': 1957, 'month': 9, 'day': 30}",,"{'currentRank': 1614, 'changeDirection': 'DOWN', 'difference': 206}",16,1614.0,1.0
nm0001277,Scott Glenn,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTU3NzAwMzE1OF5BMl5BanBnXkFtZTYwMjkzOTY0._V1_.jpg', 'width': 303, 'height': 400}",183.0,"{'year': 1939, 'month': 1, 'day': 26}",,"{'currentRank': 1615, 'changeDirection': 'UP', 'difference': 150}",16,1615.0,1.0
nm0000318,Tim Burton,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmFhZTljMTgtMTVmMS00NWFhLWE2ZDEtYjM5YWYwZmI0NWI1XkEyXkFqcGc@._V1_.jpg', 'width': 1107, 'height': 1639}",182.0,"{'year': 1958, 'month': 8, 'day': 25}",,"{'currentRank': 1616, 'changeDirection': 'UP', 'difference': 63}",16,1616.0,1.0
nm0275486,Tina Fey,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDQ3OWVkOGUtMjY1Yi00MjNjLThiMTYtYWMyN2ZhMmE4ZTA1XkEyXkFqcGc@._V1_.jpg', 'width': 1200, 'height': 1156}",164.0,"{'year': 1970, 'month': 5, 'day': 18}",,"{'currentRank': 1617, 'changeDirection': 'UP', 'difference': 571}",16,1617.0,1.0
nm0001274,Paul Michael Glaser,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzE3NjRlY2UtMzk1My00NDMxLTkwZmMtYmJlZTg5NmE5ZmRhXkEyXkFqcGc@._V1_.jpg', 'width': 2976, 'height': 2968}",178.0,"{'year': 1943, 'month': 3, 'day': 25}",,"{'currentRank': 1618, 'changeDirection': 'UP', 'difference': 5621}",16,1618.0,1.0
nm0000227,Mira Sorvino,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjQ2MWEyMjctZGNlNC00N2IyLWJiMTItOWUxZjg3ZDgzOWRkXkEyXkFqcGc@._V1_.jpg', 'width': 1309, 'height': 1309}",178.0,"{'year': 1967, 'month': 9, 'day': 28}",,"{'currentRank': 1619, 'changeDirection': 'DOWN', 'difference': 91}",16,1619.0,1.0
nm1074508,Amy Huberman,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmMzYjkxMTctYmYyNS00ZGMyLWIwOTMtMGI5ZGY4NDAyZmI5XkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1422}",163.0,,,"{'currentRank': 1620, 'changeDirection': 'UP', 'difference': 11686}",16,1620.0,1.0
nm0000162,Anne Heche,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTI1MzgwNzc2Ml5BMl5BanBnXkFtZTYwNTU3NjAz._V1_.jpg', 'width': 451, 'height': 683}",165.0,"{'year': 1969, 'month': 5, 'day': 25}","{'year': 2022, 'month': 8, 'day': 11}","{'currentRank': 1621, 'changeDirection': 'UP', 'difference': 470}",16,1621.0,1.0
nm0666198,Edi Patterson,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDFiZTIwMDEtYjBjOS00Njg2LWI1YzYtOTYyOGYwOTc0ZjE1XkEyXkFqcGc@._V1_.jpg', 'width': 533, 'height': 800}",168.0,"{'year': 1974, 'month': 9, 'day': 19}",,"{'currentRank': 1622, 'changeDirection': 'UP', 'difference': 1763}",16,1622.0,1.0
nm0827170,Toby Stephens,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE4ZDAwZTEtOWE1Mi00YmRmLTkxZDgtZmU4YmUwNDYwZjgyXkEyXkFqcGc@._V1_.jpg', 'width': 1170, 'height': 1755}",180.0,"{'year': 1969, 'month': 4, 'day': 21}",,"{'currentRank': 1623, 'changeDirection': 'UP', 'difference': 276}",16,1623.0,1.0
nm0397432,Ken Howard,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTU2MTY5MTQ3Nl5BMl5BanBnXkFtZTgwNzkzNDI0ODE@._V1_.jpg', 'width': 1570, 'height': 2048}",200.0,"{'year': 1944, 'month': 3, 'day': 28}","{'year': 2016, 'month': 3, 'day': 23}","{'currentRank': 1624, 'changeDirection': 'UP', 'difference': 5595}",16,1624.0,1.0
nm1573253,Alexander Ludwig,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmNmZDQzMjAtMmU5Yi00MmY4LThhZDktMzk5ZGY3YWRlNGU3XkEyXkFqcGc@._V1_.jpg', 'width': 2994, 'height': 3743}",190.0,"{'year': 1992, 'month': 5, 'day': 7}",,"{'currentRank': 1625, 'changeDirection': 'DOWN', 'difference': 297}",16,1625.0,1.0
nm0654110,Clive Owen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA4MzAyOTc5Ml5BMl5BanBnXkFtZTcwOTQ5NzEzMg@@._V1_.jpg', 'width': 303, 'height': 400}",189.0,"{'year': 1964, 'month': 10, 'day': 3}",,"{'currentRank': 1626, 'changeDirection': 'UP', 'difference': 365}",16,1626.0,1.0
nm0005350,Simon Rex,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjk5MzMzMjQ2NF5BMl5BanBnXkFtZTcwNTEyNzQ2MQ@@._V1_.jpg', 'width': 275, 'height': 400}",191.0,"{'year': 1974, 'month': 7, 'day': 20}",,"{'currentRank': 1627, 'changeDirection': 'DOWN', 'difference': 558}",16,1627.0,1.0
nm2167502,Gloria Votsis,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjlmMzYwMDItYjBmZS00OWQ1LWEwNWYtMDhhODEyNjk4MTdhXkEyXkFqcGc@._V1_.jpg', 'width': 868, 'height': 1300}",170.0,"{'year': 1979, 'month': 2, 'day': 9}",,"{'currentRank': 1628, 'changeDirection': 'UP', 'difference': 2767}",16,1628.0,1.0
