id,type,primaryTitle,originalTitle,primaryImage,startYear,runtimeSeconds,genres,rating,plot,worldwideGross,worldwideGrossCurrency,productionBudget,productionBudgetCurrency,totalStarMeter
tt14114802,movie,The Outfit,The Outfit,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTY2M2U5OTEtNDljYS00MGQwLWI4YzQtOGJiMzUxM2IyYjRhXkEyXkFqcGc@._V1_.jpg', 'width': 5530, 'height': 8193}",2022.0,6300.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 7.2, 'voteCount': 86185}",An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,4032313,USD,5000000,USD,9
tt39744394,movie,The Red Line,Sen Tai Sai Luang,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWY5ZTIzNDktMjEyNS00MTg0LTljYWItOTU4NDU5OTU4ZGM0XkEyXkFqcGc@._V1_.jpg', 'width': 812, 'height': 1200}",2026.0,8100.0,"['Crime', 'Drama', 'Thriller']","{'aggregateRating': 6.1, 'voteCount': 862}","Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money and their dignity.",,,,,0
tt0107290,movie,Jurassic Park,Jurassic Park,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg', 'width': 667, 'height': 1000}",1993.0,7620.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","{'aggregateRating': 8.2, 'voteCount': 1173434}","An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",1103110411,USD,63000000,USD,9
tt0099685,movie,GoodFellas,GoodFellas,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2E5NzI2ZGMtY2VjNi00YTRjLWI1MDUtZGY5OWU1MWJjZjRjXkEyXkFqcGc@._V1_.jpg', 'width': 1984, 'height': 2972}",1990.0,8700.0,"['Biography', 'Crime', 'Drama']","{'aggregateRating': 8.7, 'voteCount': 1386701}","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",47076877,USD,25000000,USD,10
tt0108052,movie,Schindler's List,Schindler's List,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjM1ZDQxYWUtMzQyZS00MTE1LWJmZGYtNGUyNTdlYjM3ZmVmXkEyXkFqcGc@._V1_.jpg', 'width': 1600, 'height': 2400}",1993.0,11700.0,"['Biography', 'Drama', 'History']","{'aggregateRating': 9, 'voteCount': 1581426}","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",322161245,USD,22000000,USD,22
tt24950660,movie,Eternity,Eternity,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzlmZTNiOTAtNzhlOC00ZTA1LWJhNTgtMDQ4YmY4NWIyNTA4XkEyXkFqcGc@._V1_.jpg', 'width': 1923, 'height': 3000}",2025.0,6840.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']","{'aggregateRating': 6.9, 'voteCount': 54007}","In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",35858277,USD,12000000,USD,18
tt27673536,movie,Mardaani 3,Mardaani 3,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjU1OWM4OGEtMGYzNi00MTNmLThjOGUtMjRlZmI5YjM4ODIxXkEyXkFqcGc@._V1_.jpg', 'width': 300, 'height': 400}",2026.0,7740.0,"['Action', 'Crime', 'Drama', 'Thriller']","{'aggregateRating': 6.6, 'voteCount': 9551}",It is a race against time and there will be no mercy. Shivani Shivaji Roy is back to rescue girls who go missing without a trace.,771239,USD,,,0
tt32321317,movie,Pillion,Pillion,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWEyNTlhYjQtYzNkYi00NTI0LWIzNTYtNjI2Mjg1OGRlMjgxXkEyXkFqcGc@._V1_.jpg', 'width': 6116, 'height': 8974}",2025.0,6360.0,"['Comedy', 'Drama', 'Romance']","{'aggregateRating': 6.9, 'voteCount': 14823}","A directionless man is swept off his feet when an enigmatic, impossibly handsome biker takes him on as his submissive.",6290097,USD,,,11
tt29008225,movie,Fackham Hall,Fackham Hall,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTE2MmExOTAtOWIxMi00NGQ1LWI1YTItN2M4Y2JhYWMxY2ViXkEyXkFqcGc@._V1_.jpg', 'width': 8250, 'height': 12150}",2025.0,5820.0,['Comedy'],"{'aggregateRating': 6.4, 'voteCount': 11567}","A new porter forms an odd bond with the youngest daughter of a well-known UK family. As the Davenport family, headed by Lord and Lady Davenport, deals with the epic disaster of the wedding of their eldest daughter to her caddish cousin.",4717865,USD,,,13
tt30851137,movie,The Bride!,The Bride!,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2VmMDVlNzgtNThhZC00ZGMwLTg4MmEtZTUzNmRiYTkxYzUyXkEyXkFqcGc@._V1_.jpg', 'width': 2764, 'height': 4096}",2026.0,7560.0,"['Drama', 'Horror', 'Romance', 'Sci-Fi']","{'aggregateRating': 5.8, 'voteCount': 18097}","In 1930s Chicago, Frankenstein asks Dr. Euphronius to help create a companion. They give life to a murdered woman as the Bride, sparking romance, police interest, and radical social change.",23444025,USD,80000000,USD,35
tt7131622,movie,Once Upon a Time... in Hollywood,Once Upon a Time in... Hollywood,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzMzNmViNjYtN2ViNi00NDM3LWFlMmItNDYyMGIzY2EzZjE2XkEyXkFqcGc@._V1_.jpg', 'width': 6072, 'height': 9000}",2019.0,9660.0,"['Comedy', 'Drama']","{'aggregateRating': 7.6, 'voteCount': 958572}","As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",393869691,USD,90000000,USD,29
tt18412256,movie,Alien: Romulus,Alien: Romulus,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDU0NjcwOGQtNjNjOS00NzQ3LWIwM2YtYWVmODZjMzQzN2ExXkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2024.0,7140.0,"['Horror', 'Sci-Fi', 'Thriller']","{'aggregateRating': 7.1, 'voteCount': 285096}","While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.",350865342,USD,80000000,USD,10
tt32820897,movie,Demon Slayer: Kimetsu No Yaiba Infinity Castle,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGQ3YWUzYjEtMTJiYy00ZjQ0LWI0YjktYjhiNGVhNGExYTM3XkEyXkFqcGc@._V1_.jpg', 'width': 684, 'height': 1030}",2025.0,9300.0,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']","{'aggregateRating': 8.4, 'voteCount': 68710}","The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",738116159,USD,20000000,USD,0
tt1856101,movie,Blade Runner 2049,Blade Runner 2049,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_.jpg', 'width': 1382, 'height': 2048}",2017.0,9840.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","{'aggregateRating': 8, 'voteCount': 750708}","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",277937605,USD,150000000,USD,34
tt1745960,movie,Top Gun: Maverick,Top Gun: Maverick,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg', 'width': 2024, 'height': 3000}",2022.0,7800.0,"['Action', 'Drama']","{'aggregateRating': 8.2, 'voteCount': 854047}","The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",1503997086,USD,170000000,USD,28
tt5795232,movie,The Resurrection of the Christ: Part One,The Resurrection of the Christ: Part One,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDIyYmEyZTctYWUzMi00NjZlLTk4OTMtNWMwMjllNjllYTE5XkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2027.0,,['Drama'],,Plot kept under wraps. Described as a sequel to The Passion of the Christ (2004).,,,100000000,USD,9
tt2948356,movie,Zootopia,Zootopia,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_.jpg', 'width': 1080, 'height': 1600}",2016.0,6480.0,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']","{'aggregateRating': 8, 'voteCount': 632675}","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",1025521689,USD,150000000,USD,23
tt0120616,movie,The Mummy,The Mummy,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY4YWE0OGMtNjU0Yi00YzIwLTk3NTktM2ZiYWQwNjM4MmMxXkEyXkFqcGc@._V1_.jpg', 'width': 1008, 'height': 1500}",1999.0,7440.0,"['Action', 'Adventure', 'Fantasy']","{'aggregateRating': 7.1, 'voteCount': 499905}","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",417643286,USD,80000000,USD,17
tt35538033,movie,Resident Evil,Resident Evil,,2026.0,,"['Horror', 'Sci-Fi']",,Follows a hapless courier tasked with delivering a package to a remote hospital. He soon finds himself caught in the middle of an outbreak and must fight through hordes of mutated creatures to survive.,,,65000000,USD,0
tt32245870,movie,Happy Patel: Khatarnak Jasoos,Happy Patel: Khatarnak Jasoos,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWUyZTBjYTctMGQyNS00Mjg0LTg5ZTMtZDA1YmEyZDIxZjRlXkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1200}",2026.0,7140.0,"['Action', 'Comedy', 'Crime']","{'aggregateRating': 4.8, 'voteCount': 1935}",Happy Patel is a clumsy but enthusiastic spy whose missions trigger unexpected consequences.,175756,USD,,,0
tt1645170,movie,The Dictator,The Dictator,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2IwMDM3ZmQtNjQ3NS00OTFiLWI5YzEtYWE3YjI5NTk3YzkwXkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1481}",2012.0,4980.0,['Comedy'],"{'aggregateRating': 6.5, 'voteCount': 366376}",The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,179379533,USD,65000000,USD,9
tt32093575,movie,Scary Movie,Scary Movie,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjdkYjUyNmEtNTgzMy00OGNhLThiYWUtZWQ3YmFjM2QwMWY3XkEyXkFqcGc@._V1_.jpg', 'width': 878, 'height': 1300}",2026.0,,"['Comedy', 'Horror']",,"Two friends find themselves caught up in mayhem involving killers, monsters and supernatural creatures once again.",,,,,2
tt22740896,movie,People We Meet on Vacation,People We Meet on Vacation,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2ZmZWEyOGItYzVjYi00N2Q3LTlmNDItYmUwZjFhMTJmMzgzXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1350}",2026.0,7020.0,['Romance'],"{'aggregateRating': 6.6, 'voteCount': 40705}","Poppy wants to explore the world and Alex prefers to stay home with a good book, but somehow they are the very best of friends. They live far apart, but for a decade they have spent one week of summer vacation together.",,,,,3
tt0172495,movie,Gladiator,Gladiator,"{'url': 'https://m.media-amazon.com/images/M/MV5BYWQ4YmNjYjEtOWE1Zi00Y2U4LWI4NTAtMTU0MjkxNWQ1ZmJiXkEyXkFqcGc@._V1_.jpg', 'width': 1755, 'height': 2599}",2000.0,9300.0,"['Action', 'Adventure', 'Drama']","{'aggregateRating': 8.5, 'voteCount': 1842870}",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,465516248,USD,103000000,USD,17
tt17490712,movie,Mortal Kombat II,Mortal Kombat II,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTg2YWNkN2EtMzc1Ny00ZTBhLWFmYTItMmMyNzhjNjhhNmVhXkEyXkFqcGc@._V1_.jpg', 'width': 2024, 'height': 3000}",2026.0,6960.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,The fan favorite champions -- now joined by Johnny Cage himself -- are pitted against one another in the ultimate battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.,,,68000000,USD,6
tt32306991,movie,Solo Mio,Solo Mio,"{'url': 'https://m.media-amazon.com/images/M/MV5BYmU0ZTExNGMtZGEyMS00NzQ0LTk1MGUtZjlkZTAxZDRlNWI1XkEyXkFqcGc@._V1_.jpg', 'width': 1383, 'height': 2048}",2026.0,5760.0,"['Comedy', 'Romance']","{'aggregateRating': 6.8, 'voteCount': 8437}","Left heartbroken in Rome after a wedding disaster, a stranded groom finds his ruined honeymoon transformed by a determined local and a few meddling travelers-proving that sometimes heartbreak is only the beginning.",26166606,USD,,,0
tt1853728,movie,Django Unchained,Django Unchained,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_.jpg', 'width': 1382, 'height': 2048}",2012.0,9900.0,"['Drama', 'Western']","{'aggregateRating': 8.5, 'voteCount': 1876389}","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",426076540,USD,100000000,USD,22
tt1630029,movie,Avatar: The Way of Water,Avatar: The Way of Water,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWI0Y2NkOWEtMmM2OC00MjQ3LWI1YzItZGQxYzQ3NzI4NWZmXkEyXkFqcGc@._V1_.jpg', 'width': 900, 'height': 1289}",2022.0,11520.0,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","{'aggregateRating': 7.5, 'voteCount': 608411}","Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",2334484620,USD,350000000,USD,25
tt32639175,movie,Dolly,Dolly,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzUxNjVlNTQtN2E1NC00N2NjLTliZTctN2E3OGY5ZTQ2NzQ1XkEyXkFqcGc@._V1_.jpg', 'width': 3600, 'height': 5317}",2025.0,4980.0,['Horror'],"{'aggregateRating': 5.2, 'voteCount': 1710}",A young woman is abducted by a monstrous figure intent on raising her as their own child.,793519,USD,,,0
tt0332280,movie,The Notebook,The Notebook,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjE0ZjgzMzYtMTAxYi00NGMzLThmZDktNzFlMzA2MWRmYWQ0XkEyXkFqcGc@._V1_.jpg', 'width': 1979, 'height': 2968}",2004.0,7380.0,"['Drama', 'Romance']","{'aggregateRating': 7.8, 'voteCount': 686138}",An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,118605996,USD,29000000,USD,20
tt35672862,movie,Hokum,Hokum,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjA1ZjFlZGItNTVjZC00NTFhLTg2YTEtODMzODRmNGFiNTdmXkEyXkFqcGc@._V1_.jpg', 'width': 2430, 'height': 3600}",2026.0,6060.0,['Horror'],"{'aggregateRating': 7.4, 'voteCount': 120}","A horror writer visits an Irish inn to scatter his parents' ashes, unaware the property is said to be haunted by a witch.",,,,,7
tt0109830,movie,Forrest Gump,Forrest Gump,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDYwNzVjMTItZmU5YS00YjQ5LTljYjgtMjY2NDVmYWMyNWFmXkEyXkFqcGc@._V1_.jpg', 'width': 558, 'height': 809}",1994.0,8520.0,"['Drama', 'Romance']","{'aggregateRating': 8.8, 'voteCount': 2487715}","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",678226465,USD,55000000,USD,10
tt9362736,movie,Die My Love,Die My Love,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjc5OWZlZmYtMTg3Yy00YzFmLTg0YTgtNjVjN2M2ZWJjOWM1XkEyXkFqcGc@._V1_.jpg', 'width': 2700, 'height': 4000}",2025.0,7140.0,"['Drama', 'Thriller']","{'aggregateRating': 6, 'voteCount': 42194}","Grace, a writer and young mother, is suffering from post partum depression and slowly spiralling into madness. Moving into an old house with her husband, Jackson, her mind begins to unravel as she becomes increasingly agitated and erratic.",11876045,USD,,,27
tt3397884,movie,Sicario,Sicario,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_.jpg', 'width': 1365, 'height': 2048}",2015.0,7260.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 7.7, 'voteCount': 536369}",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,84997446,USD,30000000,USD,30
tt0120689,movie,The Green Mile,The Green Mile,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_.jpg', 'width': 500, 'height': 740}",1999.0,11340.0,"['Crime', 'Drama', 'Fantasy', 'Mystery']","{'aggregateRating': 8.6, 'voteCount': 1556283}",A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,286801374,USD,60000000,USD,9
tt1493274,movie,Caught Stealing,Caught Stealing,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTk0YTIyYmMtMTJjOC00NmNiLTkxMTktYTU0ZDFhNjJlMTJiXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1350}",2025.0,6420.0,"['Action', 'Comedy', 'Crime', 'Thriller']","{'aggregateRating': 6.8, 'voteCount': 78109}","When his neighbor asks him to take care of his cat, a former baseball prodigy now working as a bartender finds himself in the middle of gangsters without knowing why. He must use all his cunning to survive and understand what is happening.",33251665,USD,,,13
tt1570728,movie,"Crazy, Stupid, Love.","Crazy, Stupid, Love.","{'url': 'https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_.jpg', 'width': 1215, 'height': 1800}",2011.0,7080.0,"['Comedy', 'Drama', 'Romance']","{'aggregateRating': 7.4, 'voteCount': 616204}","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",145086643,USD,50000000,USD,31
tt3783958,movie,La La Land,La La Land,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg', 'width': 4050, 'height': 6000}",2016.0,7680.0,"['Comedy', 'Drama', 'Music', 'Musical', 'Romance']","{'aggregateRating': 8, 'voteCount': 758979}","When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",523088208,USD,30000000,USD,26
tt30827810,movie,I Love Boosters,I Love Boosters,"{'url': 'https://m.media-amazon.com/images/M/MV5BODQwZDU4ZmQtOWE4Yy00ZWZmLTgzZjItNWUxOThmMzcxM2FiXkEyXkFqcGc@._V1_.jpg', 'width': 8100, 'height': 12000}",2026.0,6300.0,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']","{'aggregateRating': 5.3, 'voteCount': 141}",Follows a group of shoplifters who take aim at a cutthroat fashion maven.,,,,,24
tt0050083,movie,12 Angry Men,12 Angry Men,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjE4NzdmOTYtYjc5Yi00YzBiLWEzNDEtNTgxZGQ2MWVkN2NiXkEyXkFqcGc@._V1_.jpg', 'width': 974, 'height': 1500}",1957.0,5760.0,"['Crime', 'Drama']","{'aggregateRating': 9, 'voteCount': 980528}",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,9844,USD,350000,USD,0
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTZkMjBjNWMtZGI5OC00MGU0LTk4ZTItODg2NWM3NTVmNWQ4XkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1185}",2003.0,12060.0,"['Adventure', 'Drama', 'Fantasy']","{'aggregateRating': 9, 'voteCount': 2158100}",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,1149078006,USD,94000000,USD,16
tt0117571,movie,Scream,Scream,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_.jpg', 'width': 904, 'height': 1342}",1996.0,6660.0,"['Horror', 'Mystery']","{'aggregateRating': 7.4, 'voteCount': 444397}","In the small town of Woodsboro, California, a masked killer known as Ghostface begins murdering high school students, and a group of friends must use their knowledge of horror movies to unmask the killer.",173046663,USD,14000000,USD,10
tt3799694,movie,The Nice Guys,The Nice Guys,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2YwNWZlZGEtYTEyZi00NjdjLWEwM2ItM2Q2MDMwZjkzMjk0XkEyXkFqcGc@._V1_.jpg', 'width': 1012, 'height': 1500}",2016.0,6960.0,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']","{'aggregateRating': 7.4, 'voteCount': 413019}","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",71261763,USD,50000000,USD,24
tt36352591,movie,"You, Me & Tuscany","You, Me & Tuscany","{'url': 'https://m.media-amazon.com/images/M/MV5BZjg0MjliNDctMDE3NS00ZmMzLWE1ODUtZDcyN2I3NDE2YmUxXkEyXkFqcGc@._V1_.jpg', 'width': 3158, 'height': 5000}",2026.0,6240.0,"['Comedy', 'Romance']","{'aggregateRating': 6.2, 'voteCount': 248}","When a woman crashes at an empty Italian villa, posing as the owner's fiancée, she discovers an unexpected romance that may transform her life.",,,,,2
tt18382850,movie,If I Had Legs I'd Kick You,If I Had Legs I'd Kick You,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGRlMjIzMDctNzNkMS00MzEwLTlhZWEtM2FjYmE1ZmFjMzZlXkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2025.0,6780.0,"['Drama', 'Thriller']","{'aggregateRating': 6.6, 'voteCount': 33608}","While trying to manage her own life and career, a woman on the verge of a breakdown must cope with her daughter's illness, an absent husband, a missing person, and an unusual relationship with her therapist.",1695935,USD,,,6
tt28607951,movie,Anora,Anora,"{'url': 'https://m.media-amazon.com/images/M/MV5BYThiN2M0NTItODRmNC00NDhlLWFiYTgtMWM2YTEyYzI3ZTY1XkEyXkFqcGc@._V1_.jpg', 'width': 3483, 'height': 5160}",2024.0,8340.0,"['Comedy', 'Drama', 'Romance']","{'aggregateRating': 7.4, 'voteCount': 269970}","A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",57395612,USD,6000000,USD,0
tt37287335,movie,Obsession,Obsession,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzc1NWUwMDgtNGZlMS00ZmYzLWIzMzktNmMxMmY1MTUzNWExXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1600}",2025.0,6480.0,"['Horror', 'Thriller']","{'aggregateRating': 7.4, 'voteCount': 415}","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",,,,,0
tt13654226,movie,The Gorge,The Gorge,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTQ5Y2QyYTktYmFmZi00NWJlLWE0MzgtYTA4M2I0ZjQwZjcxXkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2025.0,7680.0,"['Action', 'Adventure', 'Horror', 'Romance', 'Sci-Fi']","{'aggregateRating': 6.7, 'voteCount': 168516}",Two operatives are appointed to posts in guard towers on opposite sides of a classified gorge.,,,,,21
tt2543164,movie,Arrival,Arrival,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_.jpg', 'width': 1311, 'height': 2048}",2016.0,6960.0,"['Drama', 'Mystery', 'Sci-Fi']","{'aggregateRating': 7.9, 'voteCount': 859983}","Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors.",212758656,USD,47000000,USD,7
tt0112384,movie,Apollo 13,Apollo 13,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGZmNGY1OTAtNjFkYS00MjcyLWFlZjUtYzEyMDllZGZhMzM3XkEyXkFqcGc@._V1_.jpg', 'width': 1469, 'height': 2241}",1995.0,8400.0,"['Adventure', 'Drama', 'History']","{'aggregateRating': 7.7, 'voteCount': 336100}",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,355770228,USD,52000000,USD,14
tt9764362,movie,The Menu,The Menu,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2Q0YWE1MjktODJlMi00NTRiLWI2ZTctZTAxNjkyODVjM2EyXkEyXkFqcGc@._V1_.jpg', 'width': 1334, 'height': 2000}",2022.0,6420.0,"['Comedy', 'Horror', 'Thriller']","{'aggregateRating': 7.2, 'voteCount': 495521}","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",79628200,USD,30000000,USD,26
tt0364569,movie,Oldboy,Oldeuboi,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1440}",2003.0,7200.0,"['Action', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 8.3, 'voteCount': 715698}","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",17617021,USD,3000000,USD,0
tt12001534,movie,The Thursday Murder Club,The Thursday Murder Club,"{'url': 'https://m.media-amazon.com/images/M/MV5BYmQ4NWVjN2EtN2U3NC00YzZhLWIzYmMtNjQ0ZjNiN2MzNDI0XkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2222}",2025.0,7080.0,"['Comedy', 'Crime', 'Mystery', 'Thriller']","{'aggregateRating': 6.5, 'voteCount': 85421}","Four irrepressible retirees spend their time solving cold case murders for fun, but their casual sleuthing takes a thrilling turn when they find themselves with a real whodunit on their hands.",,,,,15
tt0145487,movie,Spider-Man,Spider-Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWM0OWVmNTEtNWVkOS00MzgyLTkyMzgtMmE2ZTZiNjY4MmFiXkEyXkFqcGc@._V1_.jpg', 'width': 511, 'height': 755}",2002.0,7260.0,"['Action', 'Adventure', 'Sci-Fi']","{'aggregateRating': 7.4, 'voteCount': 964982}","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",810925307,USD,139000000,USD,19
