id,type,primaryTitle,originalTitle,primaryImage,startYear,runtimeSeconds,genres,rating,plot,worldwideGross,productionBudget,totalStarMeter,gross_to_budget_ratio
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_.jpg', 'width': 1380, 'height': 2044}",1968.0,8940.0,"['Adventure', 'Sci-Fi']","{'aggregateRating': 8.3, 'voteCount': 781130}","When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.",68949344,12000000,0,5.745778666666666
tt0119558,movie,Lolita,Lolita,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTRmN2FlYjUtOTQyNi00YTA3LWI0Y2YtNDIyMWQ0Y2IwYjhlXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 863}",1997.0,8220.0,"['Drama', 'Romance']","{'aggregateRating': 6.8, 'voteCount': 74274}","An English professor falls for a minor, and has to face the consequences of his actions.",1071255,62000000,6,0.017278306451612904
tt0324127,movie,Suspect Zero,Suspect Zero,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjYwMDBkNTgtNzY1ZC00ODQyLTk0OTgtZWJjMDVlMjMxNzVmXkEyXkFqcGc@._V1_.jpg', 'width': 740, 'height': 1100}",2004.0,5940.0,"['Crime', 'Horror', 'Mystery', 'Thriller']","{'aggregateRating': 5.8, 'voteCount': 22794}",A mysterious serial killer is preying on other serial killers and one FBI agent suspects there may be more to the vigilante than the obvious characteristics.,11416075,27000000,7,0.4228175925925926
tt2106476,movie,The Hunt,Jagten,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg', 'width': 4134, 'height': 5906}",2012.0,6900.0,['Drama'],"{'aggregateRating': 8.3, 'voteCount': 407799}","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",15886373,20000000,6,0.79431865
tt35522483,movie,Nirvanna the Band the Show the Movie,Nirvanna the Band the Show the Movie,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjMwYmZmZjgtOTYwZC00MzMyLTllMTMtNTcxNTVmNjdhODVhXkEyXkFqcGc@._V1_.jpg', 'width': 8100, 'height': 12000}",2025.0,6000.0,"['Adventure', 'Comedy', 'Sci-Fi']","{'aggregateRating': 8, 'voteCount': 5312}","When their plan to book a show at the Rivoli goes horribly wrong, Matt and Jay accidentally travel back to the year 2008.",4362163,2000000,1,2.1810815
tt0332379,movie,School of Rock,School of Rock,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTg2NDU4Mjg2NV5BMl5BanBnXkFtZTgwNjQ0MDIyMDI@._V1_.jpg', 'width': 2989, 'height': 4398}",2003.0,6540.0,"['Comedy', 'Music']","{'aggregateRating': 7.2, 'voteCount': 357412}","After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",131098967,35000000,10,3.7456847714285715
tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_.jpg', 'width': 1381, 'height': 2048}",2018.0,7020.0,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']","{'aggregateRating': 8.4, 'voteCount': 784587}",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,394884133,90000000,13,4.387601477777777
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjBkMjgzMzYtNzRiMS00NDc3LWE4YTUtZjYxYjZhNjNhYzhhXkEyXkFqcGc@._V1_.jpg', 'width': 1009, 'height': 1500}",1975.0,7980.0,['Drama'],"{'aggregateRating': 8.6, 'voteCount': 1154613}","A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",109130852,3000000,7,36.376950666666666
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_.jpg', 'width': 964, 'height': 1500}",2002.0,10740.0,"['Adventure', 'Drama', 'Fantasy']","{'aggregateRating': 8.8, 'voteCount': 1950767}","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",944924181,94000000,15,10.05238490425532
tt1396484,movie,It,It,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGZmOTZjNzUtOTE4OS00OGM3LWJiNGEtZjk4Yzg2M2Q1YzYxXkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2017.0,8100.0,['Horror'],"{'aggregateRating': 7.3, 'voteCount': 693200}","In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",719766009,35000000,8,20.564743114285715
tt0097165,movie,Dead Poets Society,Dead Poets Society,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg', 'width': 1016, 'height': 1500}",1989.0,7680.0,"['Comedy', 'Drama']","{'aggregateRating': 8.1, 'voteCount': 648645}","Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",235860116,16400000,19,14.381714390243902
tt7784604,movie,Hereditary,Hereditary,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTEyZGQwODctYWJjZi00NjFmLTg3YmEtMzlhNjljOGZhMWMyXkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2018.0,7620.0,"['Drama', 'Horror', 'Mystery', 'Thriller']","{'aggregateRating': 7.3, 'voteCount': 452998}",A grieving family is haunted by tragic and disturbing occurrences.,90369447,10000000,3,9.0369447
tt0246578,movie,Donnie Darko,Donnie Darko,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWE3NTYzZmEtM2U5MS00MDZhLTk2ZTQtZTgzNjg0ZGQ5ZjM0XkEyXkFqcGc@._V1_.jpg', 'width': 666, 'height': 1000}",2001.0,6780.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']","{'aggregateRating': 8, 'voteCount': 909821}","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",7435258,6000000,10,1.2392096666666668
tt0372784,movie,Batman Begins,Batman Begins,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzA2NDQzZDEtNDU5Ni00YTlkLTg2OWEtYmQwM2Y1YTBjMjFjXkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}",2005.0,8400.0,"['Action', 'Crime', 'Drama', 'Thriller']","{'aggregateRating': 8.2, 'voteCount': 1708532}","After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",375579998,150000000,19,2.503866653333333
tt1213641,movie,First Man,First Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BYmIzYmViN2UtMDRhYy00OTMwLWI5YzctMTQxYzg2ODMwMTIwXkEyXkFqcGc@._V1_.jpg', 'width': 758, 'height': 1200}",2018.0,8460.0,"['Biography', 'Drama', 'History']","{'aggregateRating': 7.3, 'voteCount': 215845}","A look back at the life of astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",105713218,59000000,12,1.7917494576271187
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTEyNmEwOWUtYzkyOC00ZTQ4LTllZmUtMjk0Y2YwOGUzYjRiXkEyXkFqcGc@._V1_.jpg', 'width': 1956, 'height': 2900}",2001.0,7440.0,"['Animation', 'Adventure', 'Family', 'Fantasy']","{'aggregateRating': 8.6, 'voteCount': 962923}","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.",360184791,2000000000,1,0.1800923955
tt38190257,movie,Your Heart Will Be Broken,Tvoyo serdtse budet razbito,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjY0MWY0ZmItZTUwOC00OTQxLWIzMWEtYjdlODFjMzBlOGNlXkEyXkFqcGc@._V1_.jpg', 'width': 1280, 'height': 1920}",2026.0,6300.0,"['Drama', 'Romance']","{'aggregateRating': 4.7, 'voteCount': 155}","A new student makes a risky deal with the school's top bully-he'll pose as her boyfriend for protection if she follows his every command. As their fake relationship blurs into something real, outside forces threaten to tear them apart.",2583931,300000000,0,0.008613103333333334
tt0118715,movie,The Big Lebowski,The Big Lebowski,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg', 'width': 1017, 'height': 1500}",1998.0,7020.0,"['Comedy', 'Crime']","{'aggregateRating': 8.1, 'voteCount': 915196}","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",48261691,15000000,9,3.2174460666666667
tt1446714,movie,Prometheus,Prometheus,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_.jpg', 'width': 1382, 'height': 2048}",2012.0,7440.0,"['Adventure', 'Sci-Fi']","{'aggregateRating': 7, 'voteCount': 697911}","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",403354469,130000000,22,3.1027266846153845
tt6263850,movie,Deadpool & Wolverine,Deadpool & Wolverine,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTk5ODY0MmQtMzA3Ni00NGY1LThiYzItZThiNjFiNDM4MTM3XkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2024.0,7680.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","{'aggregateRating': 7.5, 'voteCount': 564005}","Deadpool is offered a place in the Marvel Cinematic Universe by the Time Variance Authority, but instead recruits a variant of Wolverine to save his universe from extinction.",1338073645,200000000,19,6.690368225
tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg', 'width': 971, 'height': 1500}",2016.0,8340.0,"['Biography', 'Drama', 'History', 'War']","{'aggregateRating': 8.1, 'voteCount': 677872}","World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",180563636,40000000,12,4.5140909
tt0175142,movie,Scary Movie,Scary Movie,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGRmMGRhOWMtOTk3Ni00OTRjLTkyYTAtYzA1M2IzMGE3NGRkXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 858}",2000.0,5280.0,['Comedy'],"{'aggregateRating': 6.3, 'voteCount': 324568}","A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",278023280,19000000,5,14.632804210526317
tt0060196,movie,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo","{'url': 'https://m.media-amazon.com/images/M/MV5BMWM5ZjQxM2YtNDlmYi00ZDNhLWI4MWUtN2VkYjBlMTY1ZTkwXkEyXkFqcGc@._V1_.jpg', 'width': 2001, 'height': 3000}",1966.0,10680.0,"['Adventure', 'Drama', 'Western']","{'aggregateRating': 8.8, 'voteCount': 889104}",A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,25273906,1200000,10,21.061588333333333
tt0118799,movie,Life Is Beautiful,La vita è bella,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTBhOGYzZjQtYzE0Mi00MGIwLWE0MWYtNzMxNTM2OTFkM2NjXkEyXkFqcGc@._V1_.jpg', 'width': 1005, 'height': 1500}",1997.0,6960.0,"['Comedy', 'Drama', 'Romance', 'War']","{'aggregateRating': 8.6, 'voteCount': 810442}","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",230099013,15000000000,0,0.0153399342
tt0117381,movie,Primal Fear,Primal Fear,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTJlYjM5MTYtZWU3YS00ZDRhLTk1MWEtZGQyODc1ZDU2MWEwXkEyXkFqcGc@._V1_.jpg', 'width': 970, 'height': 1450}",1996.0,7740.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 7.7, 'voteCount': 282182}",A high-profile murder intrigues a publicity hungry lawyer.,102616183,30000000,10,3.4205394333333334
tt26047818,movie,Anyone But You,Anyone But You,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTdiMzFjNWQtZjgyMC00OGE3LThjMDgtMDg4OTRmYTY4NGI3XkEyXkFqcGc@._V1_.jpg', 'width': 2024, 'height': 3000}",2023.0,6180.0,"['Comedy', 'Romance']","{'aggregateRating': 6.1, 'voteCount': 171582}","After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",220332985,25000000,19,8.8133194
tt3915174,movie,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzg0MWUzMjctYjVlOS00NzVjLWIwZDMtNzg1YzNkYzdjNTMwXkEyXkFqcGc@._V1_.jpg', 'width': 760, 'height': 1154}",2022.0,6120.0,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","{'aggregateRating': 7.8, 'voteCount': 223455}","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",480466413,90000000,9,5.3385157
tt0167404,movie,The Sixth Sense,The Sixth Sense,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg', 'width': 500, 'height': 739}",1999.0,6420.0,"['Drama', 'Mystery', 'Thriller']","{'aggregateRating': 8.2, 'voteCount': 1141158}","After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",672806731,40000000,10,16.820168275
tt2382320,movie,No Time to Die,No Time to Die,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGZiOGZhZDQtZmRkNy00ZmUzLTliMGEtZGU0NjExOGMxZDVkXkEyXkFqcGc@._V1_.jpg', 'width': 2765, 'height': 4096}",2021.0,9780.0,"['Action', 'Adventure', 'Thriller']","{'aggregateRating': 7.3, 'voteCount': 485915}","James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",774153007,250000000,26,3.096612028
tt6966692,movie,Green Book,Green Book,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1500}",2018.0,7800.0,"['Biography', 'Comedy', 'Drama', 'Music']","{'aggregateRating': 8.2, 'voteCount': 681115}",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,321752656,23000000,17,13.989245913043478
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri","{'url': 'https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg', 'width': 1012, 'height': 1500}",2017.0,6900.0,"['Comedy', 'Crime', 'Drama']","{'aggregateRating': 8.1, 'voteCount': 605589}",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,162729321,15000000,19,10.8486214
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2011.0,7800.0,"['Adventure', 'Family', 'Fantasy', 'Mystery']","{'aggregateRating': 8.1, 'voteCount': 1042407}","Harry, Ron and Hermione set out on a quest to eliminate the remaining horcruxes. On the other hand, the students and teachers must unite to defend Hogwarts against Lord Voldemort and his army.",1342942050,125000000,15,10.7435364
tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTQwYmRhNGQtODI2Mi00ZTRlLTk0Y2QtY2NkNjE1MGNhNTgwXkEyXkFqcGc@._V1_.jpg', 'width': 580, 'height': 863}",1999.0,5820.0,"['Comedy', 'Drama', 'Romance']","{'aggregateRating': 7.4, 'voteCount': 447802}","A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.",53683812,30000000,13,1.7894604
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg', 'width': 1382, 'height': 2048}",2018.0,8940.0,"['Action', 'Adventure', 'Sci-Fi']","{'aggregateRating': 8.4, 'voteCount': 1365507}",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,2052415039,321000000,24,6.393816320872274
tt0253474,movie,The Pianist,The Pianist,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_.jpg', 'width': 787, 'height': 1087}",2002.0,9000.0,"['Biography', 'Drama', 'Music', 'War']","{'aggregateRating': 8.5, 'voteCount': 1009233}","During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",120098945,35000000,5,3.4313984285714287
tt29268110,movie,Smile 2,Smile 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2024.0,7620.0,"['Horror', 'Mystery', 'Thriller']","{'aggregateRating': 6.7, 'voteCount': 139842}","About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",138128854,28000000,3,4.9331733571428575
tt8367814,movie,The Gentlemen,The Gentlemen,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_.jpg', 'width': 8100, 'height': 12000}",2019.0,6780.0,"['Action', 'Comedy', 'Crime']","{'aggregateRating': 7.8, 'voteCount': 455279}","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",115175729,22000000,15,5.235260409090909
tt1675434,movie,The Intouchables,Intouchables,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg', 'width': 1382, 'height': 2048}",2011.0,6720.0,"['Comedy', 'Drama']","{'aggregateRating': 8.5, 'voteCount': 1023789}","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",426590315,9500000,1,44.90424368421053
tt1649418,movie,The Gray Man,The Gray Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmFhZTNlNzctZGQzZi00MTA3LThiNjMtYWQzNjUzMjNjZjA3XkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2222}",2022.0,7320.0,"['Action', 'Mystery', 'Thriller']","{'aggregateRating': 6.5, 'voteCount': 271571}","When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.",454023,200000000,28,0.002270115
tt0144084,movie,American Psycho,American Psycho,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzBjM2I5ZjUtNmIzNy00OGNkLWIwZDMtOTAwYWUwMzA2YjdlXkEyXkFqcGc@._V1_.jpg', 'width': 1012, 'height': 1500}",2000.0,6120.0,"['Crime', 'Drama', 'Horror']","{'aggregateRating': 7.6, 'voteCount': 834194}","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",34269748,7000000,13,4.895678285714285
tt0092099,movie,Top Gun,Top Gun,"{'url': 'https://m.media-amazon.com/images/M/MV5BZmVjNzQ3MjYtYTZiNC00Y2YzLWExZTEtMTM2ZDllNDI0MzgyXkEyXkFqcGc@._V1_.jpg', 'width': 1035, 'height': 1600}",1986.0,6600.0,"['Action', 'Drama']","{'aggregateRating': 7, 'voteCount': 549688}","The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds with the other pilots, especially the cool and collected Iceman.",357288178,15000000,16,23.819211866666667
tt0208092,movie,Snatch,Snatch,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg', 'width': 1026, 'height': 1500}",2000.0,6120.0,"['Comedy', 'Crime']","{'aggregateRating': 8.2, 'voteCount': 974902}","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",83558617,6000000,27,13.926436166666667
tt0110357,movie,The Lion King,The Lion King,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGRiZDZhZjItM2M3ZC00Y2IyLTk3Y2MtMWY5YjliNDFkZTJlXkEyXkFqcGc@._V1_.jpg', 'width': 1995, 'height': 2964}",1994.0,5280.0,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical']","{'aggregateRating': 8.5, 'voteCount': 1254712}","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",979161632,45000000,6,21.75914737777778
tt7967302,movie,The King of Kings,The King of Kings,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDhkZDE5NmUtZDI1Ny00MDQxLWFjMzEtMWM4YTFmNTIyMTJjXkEyXkFqcGc@._V1_.jpg', 'width': 1944, 'height': 2880}",2025.0,6180.0,"['Animation', 'Biography', 'Family', 'Fantasy']","{'aggregateRating': 6.8, 'voteCount': 8224}","Through a father's vivid storytelling, a boy journeys through Jesus' life, from humble beginnings to ultimate sacrifice. Along the way, he discovers the transformative power of faith.",83712539,20000000,9,4.18562695
tt11858890,movie,The Creator,The Creator,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDkxMTUxOTQtYzM4Yi00YzA2LTgzOTYtNDg2NTliODE0ZTRjXkEyXkFqcGc@._V1_.jpg', 'width': 1382, 'height': 2048}",2023.0,7980.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","{'aggregateRating': 6.7, 'voteCount': 196417}","Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the robots' secret weapon to end the conflict, an AI in the form of a child.",104272136,80000000,4,1.3034017
tt0081505,movie,The Shining,The Shining,"{'url': 'https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_.jpg', 'width': 627, 'height': 953}",1980.0,8760.0,"['Drama', 'Horror']","{'aggregateRating': 8.4, 'voteCount': 1221751}","A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",50290080,19000000,7,2.6468463157894737
tt0470752,movie,Ex Machina,Ex Machina,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_.jpg', 'width': 1012, 'height': 1500}",2014.0,6480.0,"['Drama', 'Sci-Fi', 'Thriller']","{'aggregateRating': 7.7, 'voteCount': 637545}",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,37394629,15000000,12,2.4929752666666665
tt0164052,movie,Hollow Man,Hollow Man,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWQ2OTk4YTMtNmM1Mi00YjczLWExMTktOWM1ODIyMzJmODMzXkEyXkFqcGc@._V1_.jpg', 'width': 1469, 'height': 2180}",2000.0,6720.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']","{'aggregateRating': 5.9, 'voteCount': 146620}","A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.",190213455,95000000,12,2.002246894736842
tt0829482,movie,Superbad,Superbad,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjk0MzdlZGEtNTRkOC00ZDRiLWJkYjAtMzUzYTRiNzk1YTViXkEyXkFqcGc@._V1_.jpg', 'width': 1971, 'height': 2940}",2007.0,6780.0,['Comedy'],"{'aggregateRating': 7.6, 'voteCount': 691340}",Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,170065055,20000000,7,8.50325275
tt0078788,movie,Apocalypse Now,Apocalypse Now,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDhiMTljYjYtODc1Yy00MmEwLTg2OTYtYmE1YTRmNDE4MmEwXkEyXkFqcGc@._V1_.jpg', 'width': 1453, 'height': 2232}",1979.0,8820.0,"['Drama', 'Mystery', 'War']","{'aggregateRating': 8.4, 'voteCount': 768509}",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,105269219,31500000,6,3.341879968253968
tt4045450,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjE2Y2UyNmItZDQyZS00ZjE1LThmMWMtNTVmYzMxOTgwNmVlXkEyXkFqcGc@._V1_.jpg', 'width': 600, 'height': 889}",2025.0,6660.0,"['Horror', 'Mystery']","{'aggregateRating': 5.1, 'voteCount': 46467}",A group of friends are terrorised by a mysterious killer who knows about a gruesome incident from their past.,64808120,18000000,7,3.600451111111111
